,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
0,0 days 00:07:38.884000,BOT,77,,1.0,1.0,0 days 00:06:18.303000,,,34.848,27.925,,0 days 00:07:11.040000,0 days 00:07:39.009000,289.0,195.0,285.0,278.0,False,ULTRASOFT,1.0,True,Mercedes,0 days 00:06:18.303000,2018-06-30 13:02:26.552,,,False,,False,False,,
1,0 days 00:08:43.423000,BOT,77,0 days 00:01:04.539000,2.0,1.0,,,16.343,28.62,19.576,0 days 00:07:55.227000,0 days 00:08:23.847000,0 days 00:08:43.423000,318.0,251.0,286.0,315.0,True,ULTRASOFT,2.0,True,Mercedes,0 days 00:07:38.884000,2018-06-30 13:03:47.133,,,False,,False,False,64.539,64.539
2,0 days 00:10:11.997000,BOT,77,0 days 00:01:28.574000,3.0,1.0,,,19.263,41.054,28.257,0 days 00:09:02.686000,0 days 00:09:43.740000,0 days 00:10:11.997000,268.0,196.0,289.0,129.0,False,ULTRASOFT,3.0,True,Mercedes,0 days 00:08:43.423000,2018-06-30 13:04:51.672,21,,False,,False,True,88.574,88.57400000000001
3,0 days 00:11:16.172000,BOT,77,0 days 00:01:04.175000,4.0,1.0,,,16.239,28.45,19.486,0 days 00:10:28.236000,0 days 00:10:56.686000,0 days 00:11:16.172000,319.0,251.0,292.0,316.0,True,ULTRASOFT,4.0,True,Mercedes,0 days 00:10:11.997000,2018-06-30 13:06:20.246,1,,False,,False,True,64.175,64.175
4,0 days 00:13:11.950000,BOT,77,0 days 00:01:55.778000,5.0,1.0,,0 days 00:12:39.517000,20.662,37.013,58.103,0 days 00:11:36.834000,0 days 00:12:13.847000,0 days 00:13:11.950000,226.0,198.0,,256.0,False,ULTRASOFT,5.0,True,Mercedes,0 days 00:11:16.172000,2018-06-30 13:07:24.421,1,,False,,False,False,115.778,115.77799999999999
5,0 days 00:31:30.920000,BOT,77,,6.0,2.0,0 days 00:30:16.495000,,,32.242,24.626,,0 days 00:31:06.294000,0 days 00:31:30.938000,308.0,229.0,291.0,299.0,False,SUPERSOFT,1.0,True,Mercedes,0 days 00:13:11.950000,2018-06-30 13:09:20.199,12,,False,,False,False,,
6,0 days 00:32:34.676000,BOT,77,0 days 00:01:03.756000,7.0,2.0,,,16.292,28.258,19.206,0 days 00:31:47.212000,0 days 00:32:15.470000,0 days 00:32:34.676000,318.0,253.0,292.0,318.0,True,SUPERSOFT,2.0,True,Mercedes,0 days 00:31:30.920000,2018-06-30 13:27:39.169,1,,False,,False,True,63.756,63.756
7,0 days 00:33:58.819000,BOT,77,0 days 00:01:24.143000,8.0,2.0,,0 days 00:33:55.490000,19.792,35.67,28.681,0 days 00:32:54.468000,0 days 00:33:30.138000,0 days 00:33:58.819000,251.0,186.0,,270.0,False,SUPERSOFT,3.0,True,Mercedes,0 days 00:32:34.676000,2018-06-30 13:28:42.925,1,,False,,False,False,84.143,84.143
8,0 days 00:42:40.793000,BOT,77,,9.0,3.0,0 days 00:41:23.619000,,,35.16,24.86,,0 days 00:42:15.936000,0 days 00:42:40.847000,280.0,208.0,293.0,276.0,False,ULTRASOFT,1.0,True,Mercedes,0 days 00:33:58.819000,2018-06-30 13:30:07.068,1,,False,,False,False,,
9,0 days 00:43:45.582000,BOT,77,0 days 00:01:04.789000,10.0,3.0,,,16.081,28.036,20.672,0 days 00:42:56.874000,0 days 00:43:24.910000,0 days 00:43:45.582000,317.0,254.0,255.0,318.0,False,ULTRASOFT,2.0,True,Mercedes,0 days 00:42:40.793000,2018-06-30 13:38:49.042,12,,False,,False,True,64.789,64.789
