,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
0,0 days 00:21:55.420000,PIA,81,,1.0,1.0,0 days 00:20:10.638000,,,30.093,25.033,,0 days 00:21:30.482000,0 days 00:21:55.420000,277.0,257.0,317.0,,False,SOFT,1.0,True,McLaren,0 days 00:20:10.638000,2025-08-30 13:05:51.001,1,,False,,False,False,,
1,0 days 00:23:05.047000,PIA,81,0 days 00:01:09.627000,2.0,1.0,,,23.787,24.819,21.021,0 days 00:22:19.207000,0 days 00:22:44.026000,0 days 00:23:05.047000,289.0,280.0,321.0,326.0,True,SOFT,2.0,True,McLaren,0 days 00:21:55.420000,2025-08-30 13:07:35.783,1,,False,,False,True,69.627,69.627
2,0 days 00:24:48.383000,PIA,81,0 days 00:01:43.336000,3.0,1.0,,0 days 00:24:47.260000,32.492,39.429,31.415,0 days 00:23:37.539000,0 days 00:24:16.968000,0 days 00:24:48.383000,237.0,129.0,,243.0,False,SOFT,3.0,True,McLaren,0 days 00:23:05.047000,2025-08-30 13:08:45.410,1,,False,,False,False,103.336,103.33599999999998
3,0 days 00:29:16.825000,PIA,81,,4.0,2.0,0 days 00:27:44.730000,,,32.941,23.559,,0 days 00:28:53.286000,0 days 00:29:16.973000,278.0,253.0,317.0,243.0,False,SOFT,4.0,False,McLaren,0 days 00:24:48.383000,2025-08-30 13:10:28.746,1,,False,,False,False,,
4,0 days 00:30:26.163000,PIA,81,0 days 00:01:09.338000,5.0,2.0,,,23.684,24.593,21.061,0 days 00:29:40.509000,0 days 00:30:05.102000,0 days 00:30:26.163000,290.0,281.0,321.0,325.0,True,SOFT,5.0,False,McLaren,0 days 00:29:16.825000,2025-08-30 13:14:57.188,1,,False,,False,True,69.338,69.338
5,0 days 00:32:09.911000,PIA,81,0 days 00:01:43.748000,6.0,2.0,,0 days 00:32:08.665000,36.777,36.446,30.525,0 days 00:31:02.940000,0 days 00:31:39.386000,0 days 00:32:09.911000,208.0,225.0,,252.0,False,SOFT,6.0,False,McLaren,0 days 00:30:26.163000,2025-08-30 13:16:06.526,1,,False,,False,False,103.748,103.74799999999999
6,0 days 00:46:16.618000,PIA,81,,7.0,3.0,0 days 00:44:24.659000,,,30.569,28.864,,0 days 00:45:47.834000,0 days 00:46:16.618000,235.0,246.0,319.0,252.0,False,SOFT,1.0,True,McLaren,0 days 00:32:09.911000,2025-08-30 13:17:50.274,12,,False,,False,False,,
7,0 days 00:47:25.582000,PIA,81,0 days 00:01:08.964000,8.0,3.0,,,23.59,24.517,20.857,0 days 00:46:40.208000,0 days 00:47:04.725000,0 days 00:47:25.582000,289.0,281.0,320.0,329.0,True,SOFT,2.0,True,McLaren,0 days 00:46:16.618000,2025-08-30 13:31:56.981,1,,False,,False,True,68.964,68.964
8,0 days 00:49:00.097000,PIA,81,0 days 00:01:34.515000,9.0,3.0,,0 days 00:48:58.852000,32.934,31.631,29.95,0 days 00:47:58.516000,0 days 00:48:30.147000,0 days 00:49:00.097000,213.0,225.0,,246.0,False,SOFT,3.0,True,McLaren,0 days 00:47:25.582000,2025-08-30 13:33:05.945,1,,False,,False,False,94.515,94.515
9,0 days 00:53:29.522000,PIA,81,,10.0,4.0,0 days 00:51:47.051000,,,34.021,23.187,,0 days 00:53:06.349000,0 days 00:53:29.630000,167.0,255.0,318.0,246.0,False,SOFT,4.0,False,McLaren,0 days 00:49:00.097000,2025-08-30 13:34:40.460,1,,False,,False,False,,
